DatetimeNYC,Temperature,ApparentTemperature,Humidity,WindSpeed,WindBearing,Visibility,LoudCover,Pressure
2018-01-01 00:00:00,-6.077777777777778,-6.077777777777778,0.93,2.415,314.0,0.8855000000000002,0.0,1026.54
2018-01-01 00:00:00,9.444444444444445,7.311111111111109,0.93,14.49,150.0,8.05,0.0,994.3
2018-01-01 01:00:00,-6.111111111111111,-9.911111111111111,0.92,8.05,330.0,1.2880000000000003,0.0,1025.7
2018-01-01 01:00:00,9.41111111111111,8.42222222222222,0.93,7.567000000000001,161.0,5.796,0.0,993.74
2018-01-01 02:00:00,-6.111111111111111,-10.977777777777776,0.92,11.270000000000001,310.0,1.2880000000000003,0.0,1025.9
2018-01-01 02:00:00,9.444444444444445,7.766666666666664,0.93,11.270000000000001,200.0,6.118,0.0,992.8
2018-01-01 03:00:00,-5.555555555555555,-10.305555555555555,0.93,11.270000000000001,320.0,1.4329,0.0,1026.17
2018-01-01 03:00:00,9.444444444444445,7.311111111111109,0.96,14.49,210.0,6.118,0.0,993.0
2018-01-01 04:00:00,-5.0,-9.161111111111113,0.84,9.66,300.0,1.449,0.0,1026.0
2018-01-01 04:00:00,9.41111111111111,7.788888888888891,0.94,10.8997,183.0,5.796,0.0,991.72
2018-01-01 05:00:00,-5.0,-8.61111111111111,0.84,8.05,290.0,2.5760000000000005,0.0,1026.0
2018-01-01 05:00:00,8.88888888888889,8.88888888888889,0.93,0.0,0.0,4.9910000000000005,0.0,990.1
2018-01-01 06:00:00,-5.033333333333333,-7.677777777777777,0.85,5.763800000000001,306.0,3.7352,0.0,1026.27
2018-01-01 06:00:00,8.88888888888889,8.566666666666668,1.0,4.83,130.0,6.118,0.0,989.4
2018-01-01 07:00:00,-5.0,-5.0,0.84,4.83,290.0,3.5420000000000007,0.0,1026.0
2018-01-01 07:00:00,8.872222222222222,8.872222222222222,0.99,1.2236,158.0,5.8765,0.0,989.1
2018-01-01 08:00:00,-5.0,-7.955555555555555,0.84,6.44,280.0,4.508,0.0,1026.1
2018-01-01 08:00:00,8.88888888888889,8.88888888888889,0.93,0.0,0.0,1.449,0.0,988.9
2018-01-01 09:00:00,-4.894444444444444,-4.894444444444444,0.85,4.1216,285.0,4.9910000000000005,0.0,1026.27
2018-01-01 09:00:00,8.88888888888889,7.383333333333332,0.93,9.66,160.0,1.932,0.0,989.1
2018-01-01 10:00:00,-4.444444444444445,-4.444444444444445,0.84,3.22,290.0,4.508,0.0,1026.2
2018-01-01 10:00:00,8.855555555555554,7.3722222222222245,0.94,9.4829,227.0,3.0107000000000004,0.0,989.21
2018-01-01 11:00:00,-4.444444444444445,-8.966666666666667,0.84,11.270000000000001,340.0,4.508,0.0,1026.3
2018-01-01 11:00:00,8.88888888888889,6.849999999999999,1.0,12.88,240.0,3.059,0.0,989.1
