DatetimeNYC,Temperature,ApparentTemperature,Humidity,WindSpeed,WindBearing,Visibility,LoudCover,Pressure
2020-01-01 00:00:00,-2.894444444444445,-5.388888888888889,0.88,6.1341,180.0,6.118,0.0,1020.48
2020-01-01 01:00:00,-2.755555555555556,-4.961111111111111,0.93,5.5384,168.0,7.7440999999999995,0.0,1020.8
2020-01-01 02:00:00,-3.4722222222222223,-5.9833333333333325,0.92,5.9731000000000005,178.0,7.824600000000001,0.0,1021.27
2020-01-01 03:00:00,-3.544444444444444,-3.544444444444444,0.92,2.9624,193.0,5.9087000000000005,0.0,1021.27
2020-01-01 04:00:00,-4.4222222222222225,-4.4222222222222225,0.96,2.9463000000000004,192.0,6.0375000000000005,0.0,1021.29
2020-01-01 05:00:00,-5.116666666666667,-7.872222222222224,0.96,5.957000000000001,139.0,4.3631,0.0,1021.57
2020-01-01 06:00:00,-4.077777777777778,-7.816666666666666,0.92,8.8872,169.0,4.314800000000001,0.0,1022.16
2020-01-01 07:00:00,-4.833333333333333,-8.083333333333334,0.93,7.1806,178.0,3.2522,0.0,1022.66
2020-01-01 08:00:00,-3.9833333333333343,-7.211111111111112,0.92,7.486500000000001,170.0,3.4454000000000002,0.0,1023.05
2020-01-01 09:00:00,-1.2055555555555566,-4.05,0.89,7.760200000000001,169.0,4.4919,0.0,1023.52
2020-01-01 10:00:00,0.9500000000000005,-1.8277777777777773,0.8,8.758400000000002,178.0,6.3434,0.0,1023.51
2020-01-01 11:00:00,2.105555555555555,-0.9833333333333331,0.79,10.8836,199.0,7.969500000000001,0.0,1023.34
2020-01-01 12:00:00,3.7722222222222217,1.3555555555555543,0.7,9.3863,171.0,9.9015,0.0,1023.04
2020-01-01 13:00:00,3.938888888888891,1.2055555555555566,0.7,10.9158,172.0,9.9015,0.0,1022.67
2020-01-01 14:00:00,4.977777777777778,2.4277777777777763,0.65,11.0768,180.0,11.2056,0.0,1022.55
2020-01-01 15:00:00,4.4222222222222225,1.8000000000000012,0.72,10.835300000000002,189.0,15.826300000000002,0.0,1023.03
2020-01-01 16:00:00,3.9722222222222214,1.6499999999999995,0.71,9.1287,171.0,10.3523,0.0,1023.46
2020-01-01 17:00:00,2.7999999999999994,0.14444444444444335,0.76,9.595600000000001,161.0,10.0464,0.0,1023.53
2020-01-01 18:00:00,2.2888888888888874,-1.072222222222222,0.72,12.316500000000001,161.0,10.0464,0.0,1023.62
2020-01-01 19:00:00,2.2666666666666657,-1.033333333333333,0.79,11.9945,168.0,11.0285,0.0,1023.77
2020-01-01 20:00:00,2.2666666666666657,-1.1388888888888893,0.84,12.5097,161.0,8.1949,0.0,1024.0
2020-01-01 21:00:00,1.7388888888888903,-2.0388888888888896,0.85,13.8138,170.0,8.1949,0.0,1024.03
2020-01-01 22:00:00,2.1611111111111114,-0.8722222222222223,0.83,10.6743,170.0,8.4686,0.0,1023.9
2020-01-01 23:00:00,1.761111111111112,-1.416666666666667,0.84,10.9158,171.0,6.3434,0.0,1023.91
2020-01-02 00:00:00,1.6666666666666667,-1.6055555555555558,0.85,11.270000000000001,160.0,6.118,0.0,1023.6
2020-01-02 01:00:00,1.683333333333334,-1.4722222222222214,0.83,10.787,161.0,6.7137,0.0,1023.86
2020-01-02 02:00:00,1.6666666666666667,-1.6055555555555558,0.82,11.270000000000001,150.0,6.118,0.0,1023.6
2020-01-02 03:00:00,1.1111111111111112,-2.272222222222222,0.85,11.270000000000001,150.0,6.118,0.0,1023.0
2020-01-02 04:00:00,1.1999999999999982,-2.155555555555555,0.83,11.2217,160.0,6.7137,0.0,1022.73
