DatetimeNYC,Temperature,ApparentTemperature,Humidity,WindSpeed,WindBearing,Visibility,LoudCover,Pressure
2023-01-01 00:00:00,-12.649999999999999,-12.649999999999999,0.83,3.0751,240.0,4.1699,0.0,0.0
2023-01-01 01:00:00,-13.066666666666666,-13.066666666666666,0.84,2.8175000000000003,247.0,4.8944,0.0,1038.57
2023-01-01 02:00:00,-11.994444444444445,-11.994444444444445,0.86,1.8998,262.0,6.166300000000001,0.0,0.0
2023-01-01 03:00:00,-10.933333333333334,-10.933333333333334,0.86,3.3166,285.0,6.1985,0.0,1038.4
2023-01-01 04:00:00,-9.705555555555556,-9.705555555555556,0.82,3.1717,237.0,7.8729,0.0,1038.16
2023-01-01 05:00:00,-9.822222222222223,-9.822222222222223,0.79,0.5152,270.0,8.1305,0.0,0.0
2023-01-01 06:00:00,-9.822222222222223,-9.822222222222223,0.83,4.7978000000000005,286.0,9.982000000000001,0.0,1037.8
2023-01-01 07:00:00,-9.049999999999999,-13.011111111111113,0.85,7.228900000000001,182.0,7.8729,0.0,1037.45
2023-01-01 08:00:00,-7.699999999999999,-11.733333333333333,0.77,7.921200000000001,202.0,8.1305,0.0,0.0
2023-01-01 09:00:00,-7.122222222222222,-11.05,0.73,7.921200000000001,212.0,7.212800000000001,0.0,0.0
2023-01-01 10:00:00,-5.366666666666666,-9.655555555555557,0.7,9.853200000000001,222.0,7.5187,0.0,1038.12
2023-01-01 11:00:00,-4.949999999999999,-10.305555555555555,0.62,14.1519,211.0,9.982000000000001,0.0,0.0
2023-01-01 12:00:00,-4.9,-10.58888888888889,0.68,15.713600000000001,210.0,9.982000000000001,0.0,0.0
2023-01-01 13:00:00,-4.9833333333333325,-10.227777777777778,0.63,13.652800000000001,203.0,14.4095,0.0,1036.62
2023-01-01 14:00:00,-4.9,-9.4,0.68,10.851400000000002,201.0,9.982000000000001,0.0,0.0
2023-01-01 15:00:00,-4.9,-9.855555555555558,0.74,12.5419,191.0,8.1305,0.0,0.0
2023-01-01 16:00:00,-5.8500000000000005,-11.194444444444445,0.79,13.250300000000001,220.0,6.3112,0.0,1036.91
2023-01-01 17:00:00,-4.9,-9.011111111111111,0.74,9.563400000000001,221.0,5.216400000000001,0.0,0.0
2023-01-01 18:00:00,-4.9,-9.472222222222221,0.74,11.109000000000002,231.0,6.295100000000001,0.0,0.0
2023-01-01 19:00:00,-5.088888888888889,-9.144444444444446,0.75,9.2736,236.0,7.8729,0.0,1037.02
2023-01-01 20:00:00,-4.9,-9.472222222222221,0.74,11.109000000000002,219.0,8.1305,0.0,0.0
2023-01-01 21:00:00,-4.9,-9.016666666666667,0.74,9.579500000000001,230.0,8.1305,0.0,0.0
2023-01-01 22:00:00,-4.98888888888889,-7.8999999999999995,0.76,6.3434,218.0,8.3398,0.0,1036.86
2023-01-01 23:00:00,-4.949999999999999,-9.061111111111112,0.75,9.5473,219.0,7.969500000000001,0.0,0.0
2023-01-02 00:00:00,-4.949999999999999,-9.57777777777778,0.81,11.270000000000001,200.0,6.021400000000001,0.0,0.0
2023-01-02 01:00:00,-4.972222222222222,-9.27222222222222,0.85,10.126900000000001,219.0,6.5849,0.0,1035.99
2023-01-02 02:00:00,-4.949999999999999,-8.988888888888889,0.84,9.321900000000001,181.0,5.9731000000000005,0.0,0.0
2023-01-02 03:00:00,-4.949999999999999,-8.466666666666665,0.85,7.824600000000001,220.0,5.9248,0.0,0.0
2023-01-02 04:00:00,-4.438888888888887,-7.155555555555555,0.89,6.118,173.0,5.5867,0.0,1035.18
2023-01-02 05:00:00,-3.888888888888889,-8.255555555555555,0.85,11.109000000000002,181.0,3.8801000000000005,0.0,0.0
2023-01-02 06:00:00,-3.888888888888889,-7.811111111111111,0.85,9.579500000000001,190.0,5.8765,0.0,0.0
2023-01-02 07:00:00,-4.022222222222221,-8.944444444444445,0.87,13.1859,180.0,2.2057,0.0,1033.97
2023-01-02 08:00:00,-3.8388888888888886,-8.200000000000001,0.92,11.125100000000002,180.0,0.483,0.0,0.0
2023-01-02 09:00:00,-3.8388888888888886,-8.194444444444445,0.92,11.109000000000002,189.0,0.6440000000000001,0.0,0.0
2023-01-02 10:00:00,-2.8666666666666667,-7.027777777777777,0.93,11.125100000000002,180.0,1.1109,0.0,1034.23
